Date,Burrard_at_Cornwall,month,day,wx_max_temp_c,wx_min_temp_c,wx_mean_temp_c,wx_total_rain_mm,wx_total_snow_cm,wx_total_precip_mm,wx_snow_on_grnd_cm,day_of_week,is_holiday
2019-11-02,3089.32,11,2,9.8,0.1,5.0,0.0,0.0,0.0,0.0,5,False
2019-11-03,2831.2,11,3,8.8,1.1,5.0,0.0,0.0,0.0,0.0,6,False
2019-11-04,3818.67,11,4,9.4,1.7,5.6,0.0,0.0,0.0,0.0,0,False
2019-11-05,3845.92,11,5,10.3,3.1,6.7,0.0,0.0,0.0,0.0,1,False
2019-11-06,3982.18,11,6,10.7,0.8,5.8,0.0,0.0,0.0,0.0,2,False
2019-11-07,3779.97,11,7,10.4,1.5,6.0,0.0,0.0,0.0,0.0,3,False
2019-11-08,3529.3,11,8,11.9,2.5,7.2,0.0,0.0,0.0,0.0,4,False
2019-11-09,953.1,11,9,10.4,8.1,9.3,8.2,0.0,8.2,0.0,5,False
2019-11-10,2260.7,11,10,11.2,4.0,7.6,0.0,0.0,0.0,0.0,6,False
2019-11-11,1932.68,11,11,9.6,2.4,6.0,0.4,0.0,0.4,0.0,0,True
2019-11-12,2389.5,11,12,9.4,8.0,8.7,17.1,0.0,17.1,0.0,1,False
2019-11-13,3778.29,11,13,11.9,3.7,7.8,0.2,0.0,0.2,0.0,2,False
2019-11-14,3517.48,11,14,12.8,2.8,7.8,0.0,0.0,0.0,0.0,3,False
2019-11-15,2235.92,11,15,13.5,4.9,9.2,9.2,0.0,9.2,0.0,4,False
2019-11-16,749.21,11,16,10.4,5.6,8.0,8.4,0.0,8.4,0.0,5,False
2019-11-17,928.7,11,17,13.0,7.3,10.2,18.6,0.0,18.6,0.0,6,False
2019-11-18,2810.13,11,18,10.6,8.1,9.4,11.8,0.0,11.8,0.0,0,False
2019-11-19,3542.01,11,19,10.4,3.4,6.9,2.0,0.0,2.0,0.0,1,False
2019-11-20,3811.71,11,20,9.4,-0.7,4.4,0.0,0.0,0.0,0.0,2,False
2019-11-21,3651.3,11,21,8.4,-1.0,3.7,0.0,0.0,0.0,0.0,3,False
2019-11-22,3269.26,11,22,7.7,-1.6,3.1,0.0,0.0,0.0,0.0,4,False
2019-11-23,1016.48,11,23,9.8,5.2,7.5,1.2,0.0,1.2,0.0,5,False
2019-11-24,2159.12,11,24,11.3,3.1,7.2,0.0,0.0,0.0,0.0,6,False
2019-11-25,3227.86,11,25,7.6,2.2,4.9,3.8,0.0,3.8,0.0,0,False
2019-11-26,3149.16,11,26,6.8,0.7,3.8,4.8,0.0,4.8,0.0,1,False
2019-11-27,3694.81,11,27,8.1,0.2,4.2,0.0,0.0,0.0,0.0,2,False
2019-11-28,3112.08,11,28,6.1,-4.5,0.8,0.0,0.0,0.0,0.0,3,False
2019-11-29,2854.34,11,29,4.5,-5.2,-0.4,0.0,0.0,0.0,0.0,4,False
2019-11-30,1632.61,11,30,4.5,-5.5,-0.5,0.0,0.0,0.0,0.0,5,False
2019-12-01,1179.76,12,1,4.4,-5.0,-0.3,6.4,0.0,6.4,0.0,6,False
2019-12-02,2068.75,12,2,4.7,2.4,3.6,9.6,0.0,9.6,0.0,0,False
2019-12-03,2360.27,12,3,9.1,4.7,6.9,1.4,0.0,1.4,0.0,1,False
2019-12-04,2772.24,12,4,9.0,6.1,7.6,4.8,0.0,4.8,0.0,2,False
2019-12-05,2808.01,12,5,7.5,0.7,4.1,0.0,0.0,0.0,0.0,3,False
2019-12-06,2138.02,12,6,9.3,4.8,7.1,7.4,0.0,7.4,0.0,4,False
2019-12-07,885.95,12,7,9.4,7.5,8.5,4.4,0.0,4.4,0.0,5,False
2019-12-08,1829.51,12,8,8.4,5.1,6.8,0.0,0.0,0.0,0.0,6,False
2019-12-09,3199.74,12,9,7.3,2.2,4.8,0.0,0.0,0.0,0.0,0,False
2019-12-10,2542.7200000000007,12,10,6.1,0.0,3.1,3.0,0.0,3.0,0.0,1,False
2019-12-11,2182.48,12,11,9.1,5.8,7.5,9.8,0.0,9.8,0.0,2,False
2019-12-12,1611.74,12,12,8.6,4.4,6.5,17.4,0.0,17.4,0.0,3,False
2019-12-13,2126.9,12,13,8.6,3.3,6.0,1.8,0.0,1.8,0.0,4,False
2019-12-14,1451.25,12,14,7.3,3.8,5.6,3.8,0.0,3.8,0.0,5,False
2019-12-15,1578.5300000000002,12,15,6.4,1.0,3.7,0.0,0.0,0.0,0.0,6,False
2019-12-16,1950.27,12,16,5.7,3.0,4.4,3.6,0.0,3.6,0.0,0,False
2019-12-17,2015.96,12,17,7.8,4.5,6.2,4.4,0.0,4.4,0.0,1,False
2019-12-18,1723.88,12,18,8.7,5.9,7.3,8.6,0.0,8.6,0.0,2,False
2019-12-19,1509.88,12,19,7.3,4.4,5.9,21.0,0.0,21.0,0.0,3,False
2019-12-20,1337.26,12,20,8.3,5.6,7.0,14.6,0.0,14.6,0.0,4,False
2019-12-21,840.79,12,21,6.0,4.8,5.4,5.6,0.0,5.6,0.0,5,False
2019-12-22,1548.89,12,22,7.8,1.6,4.7,0.0,0.0,0.0,0.0,6,False
2019-12-23,1754.12,12,23,6.3,0.4,3.4,0.0,0.0,0.0,0.0,0,False
2019-12-24,1081.2,12,24,6.1,2.2,4.2,2.8,0.0,2.8,0.0,1,False
2019-12-25,754.49,12,25,6.9,-0.5,3.2,0.0,0.0,0.0,0.0,2,True
2019-12-26,748.1700000000002,12,26,5.4,-2.2,1.6,0.8,0.0,0.8,0.0,3,True
2019-12-27,1026.62,12,27,5.2,2.2,3.7,0.6,0.0,0.6,0.0,4,False
2019-12-28,747.62,12,28,6.5,4.1,5.3,3.0,0.0,3.0,0.0,5,False
2019-12-29,1482.62,12,29,8.6,5.5,7.1,2.4,0.0,2.4,0.0,6,False
2019-12-30,1112.64,12,30,8.4,6.5,7.5,5.8,0.0,5.8,0.0,0,False
2019-12-31,485.49,12,31,9.8,7.0,8.4,21.2,0.0,21.2,0.0,1,False
